條文號碼,卦,條文
7843,明夷,從來老蚌生珠晚 不是長庚到晚遲 五十五歲生一子 梅花水霜最相宜
7844,復,冰雪連天雁北飛 尋梅墅酒染緇衣 生辰臘月初四日 美酒堂中照夕暉
7845,升,姻緣前定莫強求 元配屬馬定難留 蘭房再娶屬兔相 方許偕老到白頭
7846,師,運行庚午悶沈沈 口舌是非不恕人 注數先天非吉數 菱花懶對少精神
7847,謙,庚午運程月正圓 花梢經雨更芳妍 雲程有路宮星頭 舜祿添增日上遠
7848,坤,八字生來命數強 同胞兄弟細推祥 雖然同根是一脈 內有幾位去過房
7851,泰,天水訟卦入命宮 椿庭屬馬壽先終 母親辰相偏多福 松柏長青百歲榮
7852,臨,吹動房前花木香 先天配就兩鴛鴦 夫君注定小七歲 合巹同牢福祿長
7853,明夷,流年正主有財來 作事謀為稱滿懷 五六月間名利順 碧蓮池上看花開
7854,復,冬至過後十二月 後凋松柏染霜業 此月初五君降生 燈火蘭房尚未減
7855,升,姻緣天定難強求 屬馬佳人命必休 若欲同林作偕老 屬龍結得注無憂
7856,師,壬午運交不遂心 持家立業少精神 無端靜坐添開氣 只有安和待遇臨
7857,謙,運交壬午遇文明 日出東方漸漸陞 莫謂先天無定數 君恩屬荷必加封
7858,坤,先祖陰功債德深 詩書飽淡有賢名 黃文官職司庠序 運至陞遷丙戌中
7861,泰,屬馬父親壽不長 數中注定必先亡 屬蛇慈母多康健 注定晚年福祿長
7862,臨,鴛鴦交頸碧波深 天定良緣繫赤繩 君小佳十人九歲 福壽齊眉發遐齡
7863,明夷,小限流年主不安 五月大月破財源 口舌是非仍來免 消除應在孟冬天
7864,復,注定妻宮屬馬庚 命藏孤煞子難成 庶室一子晚年立 早有成數在其中
7865,升,元配佳人必早亡 生逢屬馬命難長 蘭房若欲同偕老 必娶屬蛇才妥堂
7866,師,行年數值計都星 大畜人丁均不寧 男子逢之出外好 女人遇此有災臨
7867,謙,運交庚午玉珠枝 暫附君恩亦莫愁 知已交逢在林苑 自然更上一層樓
7868,坤,先天定數在其中 堂上雙親受剋沖 姐妹三人先喪父 花開一樹有青紅
7871,泰,二刻時辰注命宮 伯勞飛燕各西東 半途孤守成孀婦 原來造化在其中
7872,臨,午月生人主福星 財源衣祿享豐充 有餘吉處人爭羡 丹桂枝枝在院庭
7873,明夷,流年小限遇恩星 五月六月喜氣生 逢凶化吉消災厄 霧去雲收日正明
7874,復,命中孤硬不尋常 娶遇四妻剋二雙 若欲重配同偕老 佳人屬馬壽延長
7875,升,子息宮中犯剋傷 定難無配育兒郎 必然娶得外方女 生子長成在畫堂
7876,師,流年正遇官符星 時至七月不順通 出入官衙財耗散 何如退步隱門庭
7877,謙,流傳運程到午官 官非透出犯刑沖 庭前把酒暫養晦 終可衣冠拜帝庭
7878,坤,堂上雙親犯剋沖 花開棠棣各西東 姐妹四人先去母 父親矍鑠自如松
7881,泰,花落花開花又親 先天注定是輔婚 夫唱婦隨同偕老 注定晚年福祿榮
7882,臨,花開一樹兩枝親 手足宮中二弟兄 雖然運枝同一氣 丹桂由來各發榮
7883,明夷,小限流年甚不強 五月六月且提防 是非口舌多閒氣 待至七月保安康
7884,復,生來情性主最急 論短說長恐不及 莫道長舌為厲偕 惹禍原來在自己
7885,升,命數由來定自天 犯沖官煞損兒年 老來正有無依恨 注定一女娛堂前
7886,師,命中注定必成名 一寸光陰一寸金 果然窗下無虛度 青雲萬里是鵬程
7887,謙,午月生人家道興 生官財旺數中成 雖然未得登金榜 天府棲身有大名
7888,坤,紅線原來定自天 冰人何必強周全 身居側室莫嗟怨 生在午時數定然
8111,乾,寅時三刻妻命金 微姓佳人始不侵 手足水土有兩個 兄弟三人俱同心
8112,履,數至臨卦遇未宮 屬羊父命母馬庚 自古人生皆有死 父親去世母安寧
8113,同人,乙未運程運逄佳 安然自在享榮華 財源作事皆如意 立業成家自不差
8114,无妄,運程流傳己土宮 喜值東方起戰爭 奮勇爭先立功大 前程丙運主高陞
8115,姤,寅時二刻定命詳 頭男水命有刑傷 雙親火命父先去 子立水命二子昌
8116,訟,元配佳人必屬羊 命中注定犯刑傷 蘭房再娶屬馬相 夫婦自然福祿長
8117,遂,乙未運程判吉凶 琪花開後遇狂風 上五乙運多順利 下五未運欠亨通
8118,否,運交乙未貴無疑 可喜文齊福亦齊 果又彩芹遊泮水 遠能板桂上雲梯
8121,乾,午時三刻犯孤辰 先剋父北土命人 妻是高姓方偕老 子息非水不能存
8122,履,數經兌卦到明弟 父命屬羊先剋離 慈母同庚偏有壽 堂前蘭桂正英奇
8123,同人,丁未運程財利豐 吉祥如意整家風 利有攸往增福祉 十年之內主享通
8124,无妄,運行甲子主超屬 合主疆場立大功 莫謂先天無定數 注定戊已必加封
8125,姤,午時二刻犯刑星 頭男水命已凋零 二親火土先剋父 子立水土方能成
8126,訟,注定屬羊結髮妻 命中刑剋早分離 瑤琴弦斷再相續 仍配屬羊無改移
8127,遂,大運流傳到丁未 閏門否泰隨時至 上五年中多精神 下五無端生災氣
8128,否,窗下十年苦用功 運交丁未可亨通 高官頭爵身榮貴 更向月宮問鵬程
8131,乾,戌時三刻數最真 妻宮微姓土命人 先喪父親子立土 昆季二人步後塵
8132,履,雙位父母細推祥 二多逢剝剋老陽 敢父屬羊歸大夢 屬猴慈母壽年長
8133,同人,己未運交福自生 恰如枯木值陽春 十年之內多興旺 無有求謀不遂心
8134,无妄,運交丙子在中宮 數值東方起戰爭 男兒生就鋼鐵膽 要興邦家定太平
8135,姤,戌時二刻定得真 夫主金命屬微音 子立水土卻無害 佇看孤樹晚成林
8136,訟,命中注定剋妻房 元配屬羊必早亡 再配屬猴偕白首 同休共枕樂相莊
8137,遂,運交己未吉遠凶 上五年中意漸生 待交下五未運內 須防疾厄犯虞馬
8138,否,己未運程頭宿儒 揮毫華下走成珠 身遊泮水先板桂 月下蟾圓原不虛
8141,乾,寅時四刻妻有妨 商姓土命方久長 子立火土方存保 命中注定三重娘
8142,履,生來此命犯凶傷 父命屬羊必早亡 慈母屬雞添白髮 安然福祿在高堂
8143,同人,辛未運程事事憂 名成利就在三秋 謀為出外皆如意 上不怨天下不尤
8144,无妄,大運行來戊子宮 君家早日立大功 喜逢雙數貴人頭 名揚中外世人飲
8145,姤,十四歲上正青春 胸懷大志注前程 窗前勤習經兼史 造物當須信苦心
8146,訟,注定數中必剋妻 屬羊元配必分離 重明花燭洞房裡 又娶佳人是屬雞
8147,遂,運交辛未不稱情 一半榮華一半辛 上五年中多順利 下五未運枉勞神
8148,否,辛未運程福祿齊 窗前奮志上雲梯 月朝自可文星顯 身到蟾宮遊泮池
8151,乾,午時四刻定妻宮 木命羽姓無刑沖 立生子喜木與水 兄弟三人君長公
8152,履,二數交觀定根源 水到坎宮定傷殘 父相屬羊先剋去 母親屬狗壽如山
8153,同人,癸未運交福祿臨 謀為出入正稱心 花開自是三春日 天相吉人自有神
8154,无妄,流傳運行庚子宮 佇看指日必高陞 青山綠水悠悠景 屬馬之人要小心
8155,姤,土十六歲運程佳 前程均已注安排 利名興旺如紅日 出入謀為正不差
8156,訟,命中注定犯刑沖 元配屬羊主早終 再配屬狗方偕老 栽成丹桂白頭榮
8157,遂,癸未運程有半祥 閏門和順發芬芳 上五年中多吉發 惟有上五大不強
8158,否,螢窗嘗葉苦研鑽 營滿羽毛自遠翔 運至癸未多遂意 身遊泮水論文章
8161,乾,戌時四刻數定真 妻宜土命不剋損 伯仲三人先去父 子息二三火命存
8162,履,雙親庚相是保年 修短原歸定自天 夫相屬羊先去世 屬豬慈母保安全
8163,同人,二十七八好求財 福星入命已安排 其中不免參差事 到庇遠稱順利來
8164,无妄,流傳運行壬子宮 正憑砲火大交鋒 君命天德月德佑 戊丙年上立大功
8165,姤,三十八歲命數強 花開桃李自然香 遂心凡事皆如意 晚景太平福祿長
8166,訟,有妻忽又變無妻 元配屬羊數不齊 繼配佳人欲偕老 屬豬命定最相宜
8167,遂,理兒此煞本為凶 剋子能教子不成 若不隨時早穰祭 老來無子一場空
8168,否,身坐學堂數自明 讀書立志奮鵬程 數中及弟多榮貴 其奈宗師少眼睛
8171,乾,辛金行運屬西方 火鍊真金事事昌 如意吉祥能順手 有凶亦必化為祥
8172,履,五行八字細推壽 子息宮中定得真 桃李花開共九雜 原來不是一娘親
8173,同人,五十一二家道興 吉祥如意喜重重 家庭順利添丁口 恰似行船遇順風
8174,无妄,運行乙丑人人驚 刀劍林中去立功 君有天月二德貴 相扶立命策勛隆
8175,姤,命交辛運主多乖 不遂災殃到處排 花發忽然逢驟雨 是非口舌一齊來
8176,訟,大運交辛喜自臨 先天數定產麒麟 庭前蘭桂枝枝茂 始信鬼神能助人
8177,遂,煞犯短命最為凶 傷殘子息不能成 不如及早求穩祭 免得臨時膝下空
8178,否,耗煞交逢在命中 財星不聚落虛空 大往小來徒負去 保時留得在囊中
8181,乾,運至未宮百事強 家多吉慶兆禎祥 謀為出入皆稱意 時在三春花自芳
8182,履,熟後蟠桃分外香 命中三子注榮昌 功名顯達人稱羡 耀祖光宗福祿長
8183,同人,七十五六大吉昌 家中頤樂好風光 一生命運安排定 福祿桑榆晚景長
8184,无妄,運到未宮數不強 是非口舌有幾場 若能及早作防傋 身可免災待吉祥
8185,姤,風流才子配娥眉 結得知音遇子期 今世姻緣前世定 配妻諶氏果無疑
8186,訟,夢兆熊羆生貴子 吉人天相保安寧 運交未上多康吉 凡事亨通主遂心
8187,遂,三四五歲欠亨通 煞星入命最為凶 細按五行猶有救 破除關煞方能成
8188,否,命內五行定得清 至親至友終無情 以恩報怨前生定 改得情情只自明
8211,夬,排來鴻雁自分明 兄弟四人各主榮 仔細再查君是二 老天注就不能爭
8212,兌,父母宮中注得清 屬羊敢父命先終 母親屬鼠亦泉下 堂上淒涼無比倫
8213,革,運交乙未不稱情 口舌災殃疾厄生 尚未亨通須謹守 天心月到待亨通
8214,隨,運程流傳到辛宮 正怕堂前出泣聲 敢父此中須去世 飽含血淚哭天明
8215,大過,五行造化不難知 洩破天機定有虧 姐妹四人身是二 喜如燕子隱樑泥
8216,困,注定命中無改移 鴛鴦配合自然宜 蘭房孟氏生來好 晚景相莊福祿宜
8217,咸,運交乙未欠亨通 疾厄相經口舌爭 待至未運多順意 闖門和順吉祥逢
8218,萃,時智四刻文星顯 忽犯刑沖又散場 淺水遊龍時未至 何如造化已多長
8221,夬,手足宮中數可觀 花開花落更回還 連枝同氣人六個 次弟排來君第三
8222,兌,雙親庚相在何年 父命屬羊命歸天 慈母屬牛泉下去 淒涼永夜不安眠
8223,革,運交丁未欠亨通 口舌宋殃偏到逢 凡事不如多忍耐 只宜守拙在房中
8224,隨,運交未位不周全 剋去敢親到九泉 運內如同雲蔽日 財源更比浪中船
8225,大過,八千二百八十五 姐妹六人身在五 同氣運枝一母生 花間蝴蝶各飛舞
8226,困,才子佳人配一雙 前生注結好鴛鴦 五音暗合須氏女 相見相親與自香
8227,咸,運行丁未吉凶生 上五年中不稱清 財祿遂心宜下午 菱花相照說安寧
8228,萃,生在未時祿不齊 身遊泮水路終迷 雖然文學多如海 怎奈秋章名不題
8231,夬,鴿原手足注前生 推算弟兄無可更 數上算來共四位 定君第一振家聲
8232,兌,雲遮日月德無光 父母宮中犯剋傷 父命屬羊泉下雲 母親屬虎亦先傷
8233,革,己未運程不甚強 破財疾厄謹提防 家門義論紛爭起 命運於人自主張
8234,隨,辛運逢之有哭聲 慈親失去少康寧 從今堂上憑誰恃 夜月凄涼正不明
8235,大過,數上循壞定命宮 同胞姐妹一娘生 其中八位居三位 花落花開各自成
8236,困,巫山夢裡逢雲雨 配合陰陽粟氏女 琴瑟聲聲滿洞房 天邊月影留雁侶
8237,咸,己未運程上五凶 災殃疾病不亨通 下五年來添喜氣 菱花相對看芙蓉
8238,萃,定君十九到黌宮 萬卷胸羅秋試中 泮水採芹皆遂意 始知造化有全功
8241,夬,紛飛鴻雁滿青天 一樹花開朵朵鮮 兄弟八人君最幼 相偕庭院作聯肩
8242,兌,八千二百數逢空 堂上雙親兩剋沖 屬兔母親光景薄 屬羊父命去陰宮
8243,革,辛未運程百事差 半開半謝雨中花 凶多吉少難稱意 心事不寧亂似麻
8244,隨,鎖碎紛煩不遂心 災來禍至正相侵 運交未位南方地 必剋高堂老母親
8245,大過,生來凜凜顯威風 弢各專精志自雄 父子齊名人更羡 兒孫代代受皇封
8246,困,前定姻緣非偶然 赤繩繫足兩相連 妻宮馬氏稱佳偶 琴瑟調和到百年
8247,咸,運交辛未不稱情 懶向壯台整玉客 上五年中多晦氣 下五年中快精神
8248,萃,定君文學貫稱奇 三十一歲遊泮池 一朝竟得真知已 造化從來不有私
8251,夬,相親相愛是同根 手足當須出至情 次序九人身列八 同胞一母注華榮
8252,兌,二親宮中數注凶 父命屬羊母屬龍 椿父黃泉路上去 萱堂冥國道中行
8253,革,運行癸未禍星臨 口舌是非不遂心 官事私情都不順 破財失意少精神
8254,隨,運交辛位必傷妻 人去財空正不齊 家宅無端遭挫折 夜深情聽五更難
8255,大過,二千五百定宮中 月裡嫦娥下九重 姐妹四人在三位 原來父同母不同
8256,困,夫妻恩愛如同胞 配合不差半分毫 蝴蝶雙雙偕上舞 五音推出定姓高
8257,咸,癸未運臨不順愛 看是平地跳是坑 行到未運添吉慶 菱花相對輓鳥去
8258,萃,功名運早在人間 定到行年四十三 泮水身遊初發軔 才高捷足萬人看
8261,夬,陰陽造化妙如神 剋父剋母兩親人 一世幼年多不利 命招一父養君身
8262,兌,堂上雙數俱已空 二親都已赴幽冥 椿庭完是屬羊相 慈母屬蛇已歲生
8263,革,二十七八命運乖 人前不利是非來 破財口舌終難免 尚有虛驚到滿悵
8264,隨,運交未位犯刑沖 剋去妻宮不保存 枉有山盟遠海誓 誰知一夜起罡風
8265,大過,陰陽造化數中詳 手足宮中犯剋傷 姐妹六人身在幼 雖然同父不同娘
8266,困,佳人配就稽氏女 攜手同行兩相處 琴瑟聲聲深院靜 天配鷥傳和雁侶
8267,咸,女命未時定自天 治家勤儉保安然 一生福澤能如意 晚歲相歡祿壽綿
8268,萃,鐵硯磨穿又腹然 龍門高端正如天 一朝風雨乘龍去 始信恩榮在晚年
8271,夬,兄弟十人三母生 石皮亦注在其中 四桂五行前世定 先天數定不能更
8272,兌,未日生人格屬清 五行配合福源生 興家立業財源旺 晚景悠遊更自榮
8273,革,五十一二不順通 災殃口舌破財逢 古鏡不磨多姤債 軟弓怎射天邊鴻
8274,隨,運上辛金不遂心 不祥竟主剋兒身 人生骨肉誰無信 到此西河發哭聲
8275,大過,命中注是貴人妻 不是平常忍品題 封浩夫人佩霞玉 行年戌亥歸為宜
8276,困,前世姻緣定得清 蓮花相映並頭紅 百年鷥鸞成連理 娶得佳人必姓童
8277,咸,此命修來福祿全 身穿金玉結胸前 皇恩屢有加恩誥 品列夫人定自天
8278,萃,命運從來定自天 佳人紅粉有前緣 雖是良家清白女 一時暗地被情牽
8281,夬,宮中手足數分明 同氣連枝十弟兄 依次排來君是八 必招代破在其中
8282,兌,人生福祿在逢時 注定先天無改移 運上初交八歲起 恰如夏木囀黃鸝
8283,革,七十五六定吉凶 災殃隨處不安亨 食眠不遂添煩惱 月被雲遮天不明
8284,隨,交上未運主有鴛 刑傷子息放輩聲 門庭不吉多虛耗 對此如何總愴心
8285,大過,數定性情不自由 心胸窄狹且多尤 不順翁姑午夫子 是非口舌結成仇
8286,困,先天配就好鴛鴦 飛去飛來傍藕塘 注定佳人龐氏女 蓮開並蒂注呈祥
8287,咸,未宮女命不尋常 注就先天有主張 生是公侯掌上玉 配來夫婿亦昂藏
8288,萃,榮華命柱不尋常 休怨丈夫去四方 因有奔波方取貴 有夫官浩子流芳
8311,大有,松筠福祿在高堂 母親屬鼠父屬羊 堂上雙親偕老日 綠茱縫線照榮光
8312,睽,嚴父屬羊壽已終 母親屬馬亦歸冥 原來造化都由命 數定乾坤注落空
8313,離,運行乙未主亨通 得雨早苗分外春 得意遂心在上五 待交下五轉災逢
8314,噬嗑,花開桃李正春風 飛舞黃鶯枝上鳴 生辰二月初六日 金波酒美照孤弓
8315,鼎,赤繩繫足終無差 配上面龍白水麻 若欲疑心遠不信 請加鏡照自然誇
8316,未濟,月老配婚冷氏女 五更一枕聽鳴難 如實如友稱佳偶 偕老白頭福壽齊
8317,旅,命中注定不由人 祿馬已盡命歸陰 顏回壽活三十二 君比顏面少二春
8318,晉,黃鳥於飛集上林 花開桃李正三春 生逢閏二初六日 始信先天定得真
8321,大有,欲知親相數中求 父相屬半母屬牛 堂上雙親同有壽 百年偕老在高樓
8322,睽,乾坤二相數逢空 父命屬羊母同庚 二親俱主登仙路 原有因緣在數中
8323,離,運行丁未祿初增 名利雙全事遂心 上五年中多吉利 下五口舌是非臨
8324,噬嗑,鳥在枝頭爭後先 風來水面柳含煙 生辰二月初七日 一顆明珠落玉門
8325,鼎,八字五行定得清 夫君不必苦經營 早晨收拾旬安歇 必是春交乙未宮
8326,未濟,先天配合諸氏女 月老曾瀑壽祿長 夫婦唱隨親白首 鴛鴦一對任翱翔
8327,旅,命入天雍須謹玉 陰陽配合犯刑傷 數中注定生災患 四十二歲正不祥
8328,晉,桃李花開正遇春 於飛黃鳥集園林 生辰閏二初七日 始信數中有鬼神
8331,大有,陰陽相應如桴鼓 父命屬羊母屬虎 注定數中祿壽人 堂前歡笑榮衣舞
8332,睽,乾坤二相數中求 父命屬羊母屬猴 堂上椿萱壽祿盡 終天報恨有重處
8333,離,流傳運行己未宮 財源似水在初逢 上五年中多順利 下五凡事終難通
8334,噬嗑,百花可羡春來去 柳絮風搖情欲佳 二月初八君降生 歌聲堂上催處處
8335,鼎,相剋都憑時刻分 姻緣最忌五行侵 內助綜然多淑巧 剋妻謹保自家身
8336,未濟,配定妻宮吉氏女 如賓如友真雁侶 莫謂人生非定數 到時自聽冰人語
8337,旅,天羅入命主空亡 數盡逢之壽不長 五十四歲君已矣 南柯一夢上天堂
8338,晉,定君初度是何年 桃李花開朵朵鮮 生逢閏二初八日 風來水面柳含煙
8341,大有,雙親庚相是何年 福祿冥冥定自天 父相屬羊松柏老 母命屬兔健如仙
8342,睽,乾坤多相數難齊 父相屬羊母屬雞 早已雙親同下世 堂前誰慰汝悲啼
8343,離,流傳運行辛未宮 十年中有吉兼凶 上五年中多吉發 下五年中有虛鷺
8344,噬嗑,明媚春光二月天 花開桃李正芳姘 生辰恰是初九日 相弄新聲播管弦
8345,鼎,八字五行定得真 土工原本是夫君 命中注定必如此 數注平生春改分
8346,未濟,欲知妻相數中求 注定華氏是良傳 自古淑女配君子 關睢相詠在河洲
8347,旅,百年注定數難逃 馬到慰崖鹿過橋 花落樓台六十六 魂陞魄降赴陰曹
8348,晉,花朝已過又花朝 陣陣春風拂柳條 生逢閏月初九日 深恩莫可報劬勞
8351,大有,造化無私卻有權 雙親數定享長年 屬羊嚴父堂前樂 慈母屬龍亦福綿
8352,睽,一生斗宿犯刑沖 日月兩方皆不明 父相屬羊辭世去 母親屬狗到冥中
8353,離,癸未運程定吉凶 財源如水自然通 須防下五未運上 難免災殃不發生
8354,噬嗑,桃花映日照春紅 柳絮相迎送好風 生辰二月初十日 門前懸出一張弓
8355,鼎,八字生來並不虛 一生享受齊人福 如非懼內須刑剋 獅吼河東可免除
8356,未濟,三兩花開映一溪 注為平氏是君妻 瑤琴共奏齊眉樂 晚歲高堂福祿宜
8357,旅,命是壽星正可嘉 老梅開出晚年花 莫道先天無定準 定君壽享七十八
8358,晉,桃李花開柳映煙 流鶯弄舌在池邊 生辰閏二初十日 君著翎毛正好眠
8361,大有,八千三百數稱強 遇見家人主吉祥 父命屬羊母蛇相 雙雙有壽在高堂
8362,睽,雙親庚相定分明 自有人生修短中 慈母屬豬登仙界 屬羊嚴父已歸空
8363,離,欲知性格數中求 天定聰明好自由 處世安然多遇合 生來瀟洒愛風流
8364,噬嗑,生在未時定命宮 老來見喜貴人身 莫謂陰陽多幻渺 原來成數在其中
8365,鼎,八字五行生得強 夫君竹匠必當行 老天非是不如此 因就五行分妥當
8366,未濟,玉穩藍田勝佳谷 配就佳人定姓都 瑤琴在御聲聲和 壽比南山多主福
8367,旅,南極老人入命星 南山松柏壽長春 計君享到九十歲 原來成逄在其中
8368,晉,定命數中原不差 經營貿易往天涯 聰明一世多財富 主定晚年享榮華
8371,大有,流年轉入解神宮 是非口舌頻相臨 破財離異遭埋怨 人生好事變成空
8372,睽,二刻生人帶有刑 雙親位上不安寧 數中注定歸泉下 平生怙恃恨無親
8373,離,五行四柱命稱奇 仔細聰明主有疑 凡事鏡花成月水 來朝尚喜福相齊
8374,噬嗑,未時生得降君身 喜結實朋光貴人 語言更介多方正 重義輕財福祿生
8375,鼎,本命屬羊生未企 豐盈財祿有餘錢 祖宗會債會功厚 晚歲平安樂田園
8376,未濟,易理數中有鬼神 佳人姓氏必為雲 和鳴鷥凰百年友 交頸遠加比翼眠
8377,旅,數中注定剋妻房 續配佳人亦不祥 三次重逢花燭會 娶來妻相必為羊
8378,晉,數逢驛馬命中藏 出入謀為百事強 莫謂陰陽無定準 雙收名利可遠鄉
8381,大有,喪車入命歸為凶 家宅之間怨恨生 若有外喪消百慮 也宜財破受虛鷺
8382,睽,未日生人福未齊 榮華早歲定無疑 一朝花落春歸去 桃李無言日在西
8383,離,命中耗散最為凶 聚得財源又落空 家產任君多廣置 將來一旦苦伶仃
8384,噬嗑,生在未時定吉凶 無親骨肉在天成 以恩結友反生怨 尚喜晚年福澤深
8385,鼎,命柱生來並不枯 主婚銀匠是君夫 姻緣本是前生定 錯配必然命犯孤
8386,未濟,鴛鴦水面任翩翔 牽得紅繩長更長 配就佳人臧氏女 百年連理結蘭房
8387,旅,注定妻宮犯剋傷 佳人注數已三房 若須偕老求鴛偶 必娶屬羊方妥當
8388,晉,身作官星未必佳 蟒袍玉帶冠烏紗 古今都在眼前看 依然鏡裡扮容華
8411,大壯,雲淡風輕水自流 欲知親相數中求 屬羊嚴父遐齡壽 屬馬母親晚福悠
8412,歸妹,丹桂秋來自吐香 滿天雨露處恩光 長郎注定屬羊相 隻影單形壽自長
8413,豐,生逢三刻犯孤星 造化注君無弟兄 堂上雙親先去母 持家獨立度平生
8414,震,蛟入長宮化作友 蒼繩聲裡有瓜生 四月初六誕生日 喜酌美酒滿堂紅
8415,恒,八字生來壽本高 損來陰德又除銷 倘能步步行方便 松柏長青可後凋
8416,解,運交乙未兆逢春 福祿如從天上臨 桃李花開新雨露 遂心諸事喜平句
8417,小過,乙未屬羊主壽高 沙中金命受人淘 七十三歲君已矣 南樓一夢到重霄
8418,豫,如火榴花映日紅 新春去後又重逢 生辰閏四初六日 明月堂前掛一弓
8421,大壯,先天定數在其中 父母屬羊同未庚 白髮堂中多福壽 雙親有壽亨遐齡
8422,歸妹,陰變陽合渺無蹤 推逄長郎無變更 注定屬羊添一弟 丹桂堂前二子成
8423,豐,天邊鴻雁在飛鳴 手足宮中二弟兄 堂上椿萱先去母 只因生在三刻在
8424,震,陌上夢黃鶯亂啼 科飛燕子去啣泥 生逢四月初七日 無私造化已先知
8425,恒,自古將相出勞人 有樂有憂不停均 君生亂世能治世 一代留名人上人
8426,解,丁未運程福祿來 謀為順遂稱心懷 旱苗值雨蓬蓬起 桃李逢春片片開
8427,小過,丁未生人壽祿高 天河水命浪滔滔 定君壽數七十八 一夢南柯葬遠郊
8428,豫,薰風起處奏笙簫 梅雨傾蓋滴柳梢 生逢閏四初七日 夢兆熊羆降鳳毛
8431,大壯,欲知親相數中求 父命屬羊母屬猴 堂上椿萱皆有壽 健步相扶杖上鳩
8432,歸妹,一樹花開朵朵紅 屬羊長子注生成 天邊鴻雁不零落 身畔招來二弟兄
8433,豐,先天數定手足宮 同氣連枝三弟兄 堂上雙親先去母 只因三刻在時辰
8434,震,四月首夏值清和 斜飛燕子影婆娑 生辰恰遇初八日 先天定數正無化
8435,恒,命上生成難變更 陰功債德亦還成 推君平日損陰騭 減卻行年好幾冬
8436,解,運行亡未主崢嶸 水面風來日正中 家室和平添吉處 正如松柏尚冬青
8437,小過,己未生人數最清 天上火命犯刑沖 定君七十零七歲 逍遙扶杖去仙城
8438,豫,重梅梅雨滴花梢 宗祀堂前荐杏桃 生辰閏四初八日 月掛柳梢漸漸高
8441,大壯,陰陽變化識終稀 父相屬羊母屬雞 白髮相偕堂上樂 先天注定福相齊
8442,歸妹,注定先天不變更 命中四子注前生 陰陽休謂多虛幻 辰子屬羊未歲生
8443,豐,生逢三刻犯刑傷 手足宮中正兩雙 堂上雙親先去母 只因命數落空亡
8444,震,黃鸝不住在枝啼 楊柳含煙日影移 生逢四月初九日 堂前笑語共相喜
8445,恒,應是曲星降下凡 手提兵刃入龍潭 命中天德貴人佑 天相吉人危傳安
8446,解,運交辛未主享通 出入安康福自生 財祿豐盈多吉慶 猶如明月在當中
8447,小過,辛未路旁土命生 數中修短自分明 七十六歲君已矣 魂陞魂降去歸陰
8448,豫,雨遇榴花色更紅 春風已去看薰風 生辰閏四初九日 月掛柳梢影正朦
8451,大壯,先天定數在其中 堂上雙親福祿寧 父命屬羊母屬狗 百年偕老享遐齡
8452,歸妹,花落花開子結成 陰陽定數在其中 屬羊長子前生定 五子生來在一庭
8453,豐,分飛鴻雁各翱翔 兄弟五人不成雙 堂上雙親去了母 一番思念一番傷
8454,震,梅雨紛紛滴到樓 黃鶯弄舌在枝頭 生辰四月初十日 門外懸孤酒一瓶
8455,恒,八字原來多不更 除非修積有陰功 時刻推來有陰騭 故多陽壽加幾冬
8456,解,運交癸未旺家門 吉慶綿綿福祿增 桃李花開逢細雨 陶沙自必見黃金
8457,小過,命推癸未得恩星 老樹根深依舊榮 定君壽享七十二 排來此數已逢空
8458,豫,重逢孟夏變薰風 吉士枝頭發幾聲 生逢閏四初十日 喜酌美酒滿堂紅
8461,大壯,變化陰陽剛興來 欲知親相數中求 屬羊嚴父遐齡壽 母命屬豬亦福悠
8462,歸妹,一樹花開映日紅 先天數定自分明 長郎注定屬羊相 六子合力振家聲
8463,豐,棠花一樹歲枝春 後足宮中六弟兄 三刻時辰先增母 石皮主定在其中
8464,震,生在未時晚祿豐 弟兄之內富豪公 陰陽推提能清貴 多福更可享遐齡
8465,恒,一對鴛鴦共枕衾 唱隨同樂百年辰 若問妻宮配何姓 五音推來定姓王
8466,解,未時生人遇天休 文學查登五鳳樓 暫屈廣文宣教化 運至陞遷百里侯
8467,小過,修短有數定自天 壽星入命主長年 九十六歲君已矣 扶杖逍遙赴九泉
8468,豫,未月生人福自清 祖宗有德勝宗豐 注定年交三十後 必然高出正超聲
8471,大壯,配就佳人正出奇 兒招弟歸世間稀 雖然有礙天倫處 月老注定是君妻
8472,歸妹,花落花開花自香 膝前七子耀門牆 其中不免石皮破 注定長郎必屬羊
8473,豐,源頭自喜在山清 同氣連枝七弟兄 生逢三刻先去母 石皮必主在其中
8474,震,月老簿中注得清 只宜早配晚成婚 屬羊妻命方偕老 莫謂先天無鬼神
8475,恒,未月生人運自佳 豐盈合主享榮華 祖宗宮中多庇陰 注定五行數不差
8476,解,陰陽變化在其中 注定前程貢士公 伸手欲攀月中桂 怎奈足下雲不生
8477,小過,四桂遠須定五行 牌場骨子有奇能 勤君莫戀賭博事 只落將來兩手空
8478,豫,推來此命五行清 必定安然坐公庭 縣務人稱是良相 青天大人皆應承
8481,大壯,定數先天果是真 夫亡必作再瞧身 眼前丟下小兒子 別配良緣又一新
8482,歸妹,先天數上完陰陽 花結金蘭異樣香 長郎注定屬羊相 八子傳家福澤長
8483,豐,花開棠棣歲枝榮 兄弟八人天造成 三刻時辰先增母 石皮之內有刑沖
8484,震,月老已把姻緣定 佳人配就屬羊妻 宮中子息犯刑剋 注定先天育子屬
